Date Time,Open,High,Low,Close
Time: 15:24:00.000 Date: 2018-01-05,19.2927,19.30016,19.29048,19.29931
Time: 15:25:00.000 Date: 2018-01-05,19.29932,19.30141,19.2984,19.29916
Time: 15:26:00.000 Date: 2018-01-05,19.29864,19.29867,19.29622,19.29686
Time: 15:27:00.000 Date: 2018-01-05,19.29716,19.29866,19.29066,19.29327
Time: 15:28:00.000 Date: 2018-01-05,19.29366,19.29866,19.2934,19.29746
Time: 15:29:00.000 Date: 2018-01-05,19.29766,19.29815,19.29672,19.29715
Time: 15:30:00.000 Date: 2018-01-05,19.29786,19.29876,19.29466,19.29508
Time: 15:31:00.000 Date: 2018-01-05,19.29506,19.29507,19.2903,19.29138
Time: 15:32:00.000 Date: 2018-01-05,19.29116,19.29418,19.28843,19.2939
Time: 15:33:00.000 Date: 2018-01-05,19.29389,19.30786,19.29359,19.30621
